timestamp	candidate_name	reason	source	notes
2026-05-26T00:05:00Z	Wobbly Life	endless	steamdb_coop_campaign	sandbox party game, no defined ending
2026-05-26T00:05:00Z	WEBFISHING	endless	steamdb_coop_campaign	massively multiplayer fishing hangout, no goal
2026-05-26T00:05:00Z	Factorio	endless	steamdb_coop_campaign	factory sim, no win state in base game
2026-05-26T00:25:00Z	Portal Reloaded	requires_base_game	steamdb_coop_campaign	free Portal 2 mod
2026-05-26T00:50:00Z	Ancient Dungeon	vr_only	steamdb_coop_campaign	VR Only category
2026-05-26T00:50:00Z	Levelhead	endless	steamdb_coop_campaign	Massively Multiplayer + Free To Play
2026-05-26T00:50:00Z	Slap City	pvp_primary	steamdb_coop_campaign	smash-clone with primarily PvP content, limited co-op
2026-05-26T01:40:00Z	Warhammer 40000 Darktide	endless_misclassified	steamdb_coop_campaign	mission-based service game, seasons/updates, no defined ending
2026-05-26T01:40:00Z	ARK Survival Evolved	blocklisted_endless	curated	on hardcoded blocklist
2026-05-26T01:40:00Z	Conan Exiles	endless	curated	Massively Multiplayer category, sandbox survival no win-condition
2026-05-26T01:40:00Z	Project Zomboid	blocklisted_endless	curated	on hardcoded blocklist
2026-05-26T02:10:00Z	Hades II	no_coop	gamerant_2025	categories list only Single-player, no co-op at this time
2026-05-26T02:10:00Z	Wo Long Fallen Dynasty	low_quality	gamerant_2025	49.6%% positive — below 50%% threshold
2026-05-26T02:25:00Z	GTFO	blocklisted_endless	misc	on hardcoded blocklist
2026-05-26T02:25:00Z	Killing Floor 2	blocklisted_endless	misc	on hardcoded blocklist
2026-05-26T02:25:00Z	Halo Infinite	no_coop	misc	Steam categories list PvP only — campaign co-op not surfaced
2026-05-26T02:25:00Z	Sniper Ghost Warrior Contracts 2	no_coop	misc	Single-player only
2026-05-26T02:25:00Z	Generation Zero	unclear_ending	misc	open world survival, no defined ending
2026-05-26T02:25:00Z	Streets of Rogue 2	early_access	misc	still Coming soon — no reviews
2026-05-26T03:00:00Z	DuneCrawl	no_coop	wasdland	Steam categories list PvP/Online PvP/LAN PvP only — no co-op category
2026-05-26T03:00:00Z	Solasta II	no_coop	wasdland	Single-player only, no Multi-player category
2026-05-26T03:00:00Z	Sonic Racing CrossWorlds	pvp_primary	wasdland	PvP racing, no co-op campaign category
2026-05-26T03:00:00Z	Far Far West	early_access	wasdland	released 2026-04-28 in EA, 12-month EA planned, no defined campaign ending yet
2026-05-26T03:00:00Z	IKUMA Frozen Compass	coming_soon	wasdland	not yet released — 0 reviews
2026-05-26T03:00:00Z	Subnautica 2	early_access	gamerant_2025	Early Access launched May 2026, no 1.0 ending confirmed yet
2026-05-26T03:25:00Z	Forza Horizon 6	endless	steam_new_2026	racing live-service with seasons, no defined ending
2026-05-26T03:25:00Z	Deep Rock Galactic Rogue Core	blocklisted_endless	steam_new_2026	DRG spinoff, same endless mission-grind structure
2026-05-26T05:00:00Z	Subnautica	no_coop	steam_more_like_this	categories list Single-player only, no Multi-player
2026-05-26T05:00:00Z	Subnautica Below Zero	no_coop	steam_more_like_this	categories list Single-player only, no Multi-player
2026-05-26T05:20:00Z	Tales of Berseria	no_coop	websearch_niche	cats lack explicit Co-op category — only Multi-player/Shared Screen
2026-05-26T05:20:00Z	Trials of Mana	no_coop	websearch_niche	Single-player only (remake dropped co-op)
2026-05-26T05:35:00Z	Horizon Chase Turbo	pvp_primary	websearch_niche	cats list PvP only, no Co-op
2026-05-26T05:35:00Z	Team Sonic Racing	pvp_primary	websearch_niche	cats list PvP only, no Co-op
2026-05-26T05:45:00Z	Battlefield 6	no_coop	websearch_niche	categories list PvP/Online PvP only, no Co-op
2026-05-26T05:45:00Z	Mycopunk	endless	websearch_niche	mission-based looter shooter with events/limited-time content, no defined ending
2026-05-26T05:45:00Z	Call of Duty Black Ops 7	no_steam_search_match	websearch_niche	search returned BO3 — BO7 may not be on Steam or under different name
2026-05-26T05:50:00Z	Call of Duty Black Ops 7	low_quality	websearch_niche	39.0%% positive — well below 50%% threshold
2026-05-26T06:25:00Z	The Talos Principle 2	no_coop	puzzle_drill	Single-player only — sequel did not add co-op
2026-05-26T06:25:00Z	Shadow Puppeteer	not_enough_reviews	backloggd_drill	only 222 reviews — below threshold; old 2014 game
2026-05-26T06:45:00Z	Bellwright	early_access	steam_community	Early Access, ~3 years until 1.0 — no defined ending
2026-05-26T07:15:00Z	paranoia-place	PARANOIA PLACE	websearch_2024_2025	endless	sessional rounds with random items, no narrative ending
2026-05-26T07:35:00Z	endless-dungeon	ENDLESS Dungeon	websearch_drill	unclear_ending	roguelite without clear narrative ending — finite runs but infinite play
2026-05-26T07:35:00Z	trinity-fusion	Trinity Fusion	websearch_drill	no_coop	steam categories show single-player only
2026-05-26T07:35:00Z	goblin-stone	Goblin Stone	websearch_drill	no_coop	steam categories show single-player only
2026-05-26T07:45:00Z	little-nightmares-3	Little Nightmares III	websearch_horror_drill	low_quality	46.5%% positive (below 50%% threshold)
2026-05-26T07:45:00Z	dark-hours	Dark Hours	websearch_horror_drill	endless	sessional contract-based heists, no narrative ending
2026-05-26T08:05:00Z	lonely-mountains-snow-riders	Lonely Mountains Snow Riders	websearch_drill	unclear_ending	leaderboard-focused racing without explicit campaign endpoint
2026-05-26T08:05:00Z	sun-haven	Sun Haven	websearch_drill	unclear_ending	open-ended farming sim without confirmed story finale
2026-05-26T08:05:00Z	dinkum	Dinkum	websearch_drill	unclear_ending	open-ended life-sim like Stardew/Animal Crossing — no defined win-state
2026-05-26T08:25:00Z	skull-and-bones	Skull and Bones	websearch_drill	endless	Ubisoft live-service open-world pirate, no narrative conclusion
2026-05-26T08:25:00Z	arma-3	Arma 3	websearch_drill	ambiguous	main campaign single-player; co-op only via Apex Protocol DLC + workshop missions
2026-05-26T08:45:00Z	path-of-exile-2	Path of Exile 2	websearch_drill	blocklisted_mmo	Steam category MMO — HARD BLOCK per SKILL.md
2026-05-26T08:45:00Z	titan-quest-2	Titan Quest II	websearch_drill	early_access	released Aug 2025 as EA; multiplayer in 'early preview state'
2026-05-26T09:00:00Z	windblown	Windblown	websearch_drill	early_access	Motion Twin's roguelite still in EA — ending planned but not yet shipped
2026-05-26T09:15:00Z	restaurats	Restaurats	websearch_drill	unclear_ending	roguelike cooking with procedural runs — no confirmed defined endpoint
2026-05-26T09:35:00Z	helldivers-1	HELLDIVERS Dive Harder Edition	websearch_drill	endless	Galactic War sessional structure — same live-service feel as HD2 blocklist
2026-05-26T09:35:00Z	south-park-snow-day	South Park: Snow Day	websearch_drill	low_quality	50.1%% positive — right at threshold, Steam API returning failures
2026-05-26T09:35:00Z	toxic-commando	John Carpenter's Toxic Commando	websearch_drill	unclear_ending	"relentless waves" language suggests wave-based, no narrative endpoint
2026-05-26T09:35:00Z	trash-goblin	Trash Goblin	websearch_drill	endless	"endless good vibes" cozy shopkeeping — explicitly no defined endpoint
2026-05-26T10:15:00Z	eiyuden-chronicle	Eiyuden Chronicle: Hundred Heroes	websearch_drill	no_coop	Steam categories show single-player only — no Co-op tag
2026-05-26T10:30:00Z	curse-of-the-dead-gods	Curse of the Dead Gods	websearch_drill	no_coop	Steam categories show single-player only
2026-05-26T10:30:00Z	ghostlore	Ghostlore	websearch_drill	async_only	asynchronous online multiplayer, not real co-op
2026-05-26T10:45:00Z	dead-static-drive	Dead Static Drive	websearch_drill	not_enough_reviews	only 42 reviews + 38% positive — both below thresholds
2026-05-26T10:55:00Z	wild-hearts	Wild Hearts	websearch_drill	low_quality	46.7%% positive — below 50%% threshold
2026-05-26T10:55:00Z	dauntless	Dauntless	websearch_drill	online_broken	game shut down servers, no longer playable
2026-05-26T10:55:00Z	marvel-avengers	Marvel's Avengers	websearch_drill	endless	live-service shut down, dead online
2026-05-26T10:55:00Z	anthem	Anthem	websearch_drill	endless	live-service shut down
2026-05-26T10:55:00Z	crackdown-3	Crackdown 3	websearch_drill	not_on_steam	Microsoft Store/Xbox only, not on Steam
2026-05-26T11:00:00Z	sky-children-of-the-light	Sky: Children of the Light	websearch_drill	blocklisted_mmo	Steam category MMO — HARD BLOCK per SKILL.md
2026-05-26T11:00:00Z	spirit-of-the-north-2	Spirit of the North 2	websearch_drill	no_coop	single-player only, no co-op category
2026-05-26T11:00:00Z	monster-hunter-wilds	Monster Hunter Wilds	websearch_drill	endless	endgame focus, co-op story restrictions
2026-05-26T15:45:00Z	Sniper Elite 5	duplicate	websearch_tactics_drill	already in data.js
2026-05-26T16:00:00Z	Mage Arena	pvp_primary	websearch_drill	4v4 PvP voice spell battles, Early Access
2026-05-26T16:00:00Z	Fae Farm	online_broken	websearch_drill	online co-op going offline Sept 2025
2026-05-26T16:15:00Z	Killing Floor 3	blocklisted_endless	websearch_drill	wave-based KF lineage, no campaign ending
2026-05-26T16:15:00Z	Hell Let Loose	pvp_primary	websearch_drill	primarily 50v50 PvP, no co-op campaign
2026-05-26T16:15:00Z	Victory Heat Rally	no_coop	websearch_drill	PvP-only racing, no co-op category
2026-05-26T16:15:00Z	Sonic Racing CrossWorlds	no_coop	websearch_drill	PvP-only racing
2026-05-26T16:30:00Z	Aloft	endless	websearch_drill	Early Access sandbox with no defined ending
2026-05-26T16:30:00Z	Ticking Together	not_enough_reviews	websearch_drill	44 reviews, below 50 threshold
2026-05-26T16:30:00Z	Ra Ra BOOM	not_enough_reviews	websearch_drill	23 reviews
2026-05-26T16:30:00Z	Foxhole	blocklisted_endless	websearch_drill	MMO persistent war
2026-05-26T17:00:00Z	Barotrauma	endless	websearch_drill	procedurally generated endless replayability per Steam page
2026-05-26T17:00:00Z	Capcom Fighting Collection	no_coop	websearch_drill	PvP-only categories
2026-05-26T17:00:00Z	Abyss Crew	not_enough_reviews	websearch_drill	18 reviews
2026-05-26T17:00:00Z	TwinCop	not_enough_reviews	websearch_drill	33 reviews below 50
2026-05-26T21:13:05Z	van-helsing-final-cut	ambiguous	Final Cut co-op reportedly broken/removed; reliability uncertain
2026-05-26T21:17:59Z	dungeon-siege-3	invalid_app_id	appdetails cc=ua returns INVALID (region-restricted/no UA price); cannot fetch clean data
2026-05-26T21:24:12Z	alien-breed-impact	ambiguous	co-op is online-only with no Remote Play Together; co-op reliability/extent uncertain
2026-05-26T21:26:21Z	wolcen-lords-of-mayhem	no_coop	Steam categories list single-player only (no Co-op/Online Co-op category)
2026-05-26T21:42:09Z	guns-gore-cannoli-2	no_coop	appdetails categories list no Co-op/Online Co-op/Remote Play Together (only generic Multi-player); co-op unconfirmable via metadata
2026-05-26T21:45:36Z	its-only-money	early_access	Early Access, sandbox-primary with only a light campaign; ending not confirmable to 100% per owner rule
2026-05-26T21:50:10Z	geometry-wars-3	no_coop	Adventure campaign (with ending) is single-player only; co-op modes are endless score-attack
2026-05-26T21:53:20Z	far-far-west	endless	horde + extraction + roguelite shooter, Early Access, explicitly no story ending ('endless onslaught', repeatable contracts) — violates CLAUDE.md no-endless rule despite 96%/31k reviews
2026-05-26T22:55:24Z	dungeon-siege-3	invalid_app_id	delisted from Steam (appdetails success=false for appid 39160); not purchasable
2026-05-26T22:57:36Z	halo-wars-2	not_on_steam	Steam search returns no result; PC version is Microsoft Store/Xbox exclusive, never released on Steam
2026-05-26T23:01:42Z	sacred-3	low_quality	27.1% positive (4458 reviews), well below 50% threshold
2026-05-26T23:01:42Z	painkiller-2025	unclear_ending	new 2025 reboot, 56.7% mixed reviews; co-op structure (campaign vs arena) not confirmable to finite per owner rule
2026-05-26T23:01:42Z	painkiller-black-edition	no_coop	classic Painkiller is single-player only (no Co-op category in appdetails)
2026-05-26T23:01:42Z	lego-marvel-superheroes-1	duplicate	appid 249130 already in catalog as lego-marvel-superheroes
2026-05-26T23:01:42Z	saints-row-third-remastered	duplicate	appid 978300 already in catalog as saints-row-3-remastered
2026-05-26T23:11:25Z	resident-evil-operation-raccoon-city	not_on_steam	Steam search returns no result; delisted by Capcom, not currently purchasable
2026-05-26T23:14:18Z	foul-play	ambiguous	Steam search returns only the Playtest app (no categories/price); main game appid not resolvable via search, deferred
2026-05-26T23:17:31Z	company-of-heroes-3	unclear_ending	57% mixed; co-op is skirmish-vs-AI (endless), the campaign is single-player only — weak co-op-with-ending fit
2026-05-26T23:17:31Z	ghost-recon-breakpoint	live_service_borderline	open-world live-service (raids/ongoing); already have Ghost Recon Wildlands which is the cleaner finite-campaign pick
2026-05-26T23:17:31Z	dnd-dark-alliance-2021	not_on_steam	Steam search for "Dark Alliance" resolves only to Baldur's Gate Dark Alliance I/II (already in catalog); 2021 D&D Dark Alliance not surfacing, likely delisted
2026-05-26T23:24:00Z	curse-of-the-dead-gods	no_coop	Steam appdetails lists Single-player only; co-op was never added to this roguelite
2026-05-26T23:27:34Z	lost-in-random-eternal-die	no_coop	Steam appdetails lists Single-player only (2025 release); co-op not present in categories
2026-05-26T23:29:50Z	spirit-of-the-north-2	no_coop	Steam appdetails lists Single-player only (2025 release)
2026-05-26T23:29:50Z	ripout	unclear_ending	60.7% mixed; procedural mission-based co-op horror shooter, finite campaign structure not confirmable per owner rule
2026-05-26T23:29:50Z	trinity-fusion	no_coop	Steam appdetails lists Single-player only; roguelite metroidvania without co-op category
2026-05-26T23:31:55Z	star-ocean-second-story-r	no_coop	Steam appdetails lists Single-player only; the remake has no co-op
2026-05-26T23:31:55Z	gunlord-x	not_found	Steam search returns no match under this name
2026-05-26T23:31:55Z	cyber-citizen-shockman-2	not_found	Steam search returns no match under this name
2026-05-26T23:33:51Z	windblown	early_access	Still in Early Access (genres include Early Access); no announced 1.0 endgame, per soft-signal rule
2026-05-26T23:33:51Z	wizard-with-a-gun	unclear_ending	open-ended survival-craft sandbox; no explicit named win-condition confirmable, plus search collided with Squirrel with a Gun
2026-05-26T23:36:19Z	halo-infinite	no_coop	Base Steam appid is the free-to-play PvP multiplayer (endless); co-op campaign is a separate paywalled mode not reflected in categories
2026-05-26T23:36:19Z	drake-hollow	unclear_ending	procedural island base-defense survival; no crisp named win-condition confirmable, borderline endless per owner rule
2026-05-26T23:42:05Z	the-slormancer	no_coop	Steam appdetails lists Single-player only (2025 1.0 release); no co-op category
2026-05-26T23:43:59Z	sine-mora-ex	low_quality	64.5% positive (681 reviews); below the selective bar and shmup vein already well covered
2026-05-26T23:47:17Z	souldiers	no_coop	Steam appdetails lists Single-player only
2026-05-26T23:47:17Z	earthfall	low_quality	65.0% positive; L4D-clone with abandoned support/dead playerbase, below selective bar
2026-05-26T23:47:17Z	aliens-versus-predator-classic	no_coop	Steam categories list Single-player + (PvP) Multi-player only; no co-op campaign
2026-05-26T23:47:17Z	foul-play	not_found	appid 254060 resolves to KnightShift; Foul Play main-game appid not cleanly resolvable via search/guess
2026-05-26T23:49:11Z	dungeon-defenders-awakened	low_quality	66% positive; effectively a remake of dungeon-defenders (already in catalog), low marginal value
2026-05-26T23:49:11Z	no-rest-for-the-wicked	early_access	genres include Early Access (Moon Studios ARPG); campaign incomplete, no 1.0 ending yet
2026-05-26T23:51:17Z	tempest-rising	no_coop	Steam categories list Single-player + (PvP) Multi-player only; no Co-op category
2026-05-26T23:54:06Z	fae-farm	ambiguous	appdetails lists Multi-player but no explicit Co-op category; co-op presence not confirmable from metadata per skill rule
2026-05-26T23:55:46Z	raiden-iv-x-mutant-storm	not_found	Steam search returns no match under this name
2026-05-26T23:57:57Z	sker-ritual	endless	wave/horde round-based survival shooter (CoD-Zombies-style); core loop is endless waves, violates no-endless rule
2026-05-26T23:57:57Z	aska	early_access	genres include Early Access; open-ended viking survival sandbox without confirmed named win-condition
2026-05-27T00:00:05Z	the-anacrusis	low_quality	46.7% positive (below 50% threshold)
2026-05-27T00:00:05Z	voidtrain	unclear_ending	co-op survival-exploration; crisp named win-condition not confirmable to owner standard (doubt -> skip)
2026-05-27T00:00:05Z	hellbreach-vegas	endless	wave/horde-based co-op shooter (CoD-zombies style); endless waves, violates no-endless rule
2026-05-27T00:02:38Z	double-dragon-trilogy	low_quality	54.5% positive; criticized port, below selective bar and beat-em-up vein already well covered
2026-05-27T00:04:31Z	void-crew	unclear_ending	run/mission-based co-op space sim (Deep-Rock-like procedural missions); finite "beat the game" not confirmable per owner rule
2026-05-27T00:06:13Z	33-immortals	blocklisted_endless	Steam tag includes Massively Multiplayer (HARD BLOCK per CLAUDE.md §6); also unreleased (no reviews)
2026-05-27T00:06:13Z	anvil-vault-breakers	not_found	Steam search returns no match under this name
2026-05-27T00:06:13Z	time-wasters	no_coop	Steam appdetails lists Single-player only (VS-like)
2026-05-27T06:49:00Z	lovers-in-a-dangerous-spacetime	duplicate	already in data.js as app 252110
2026-05-27T06:51:30Z	wizard-with-a-gun	unclear_ending	open-ended survival sandbox, no explicit named win-condition per CLAUDE.md survival-goal rule
2026-05-27T06:51:30Z	trinity-fusion	no_coop	Steam appdetails lists Single-player only (no Co-op category)
2026-05-27T06:51:30Z	wild-hearts	low_quality	46.7% positive (<50%), also monster-hunt mission grind
2026-05-27T06:55:07Z	lara-croft-guardian-of-light	duplicate	already in data.js as app 35130
2026-05-27T06:55:07Z	lara-croft-temple-of-osiris	duplicate	already in data.js as app 289690
2026-05-27T07:02:45Z	ripout	unclear_ending	mission-based co-op horror FPS, 60.7% mixed, no confirmable campaign finale per owner rule
2026-05-27T07:02:45Z	sephonie	no_coop	Steam appdetails Single-player only
2026-05-27T07:02:45Z	trepang2	no_coop	Steam appdetails Single-player only (no co-op category)
2026-05-27T07:02:45Z	fear-3	online_broken	2011 co-op online unreliable per Steam discussions (connectivity failures), no Remote Play Together fallback
2026-05-27T07:02:45Z	sacred-3	low_quality	27.1% positive (<50%)
2026-05-27T07:02:45Z	catastronauts	unclear_ending	obscure 4p party ship-battler, campaign finale not confirmable, doubt->skip
2026-05-27T07:02:45Z	hunted-the-demons-forge	no_coop	Steam version categories list no co-op/multiplayer (online co-op removed post-GFWL)
2026-05-27T07:06:56Z	orcs-must-die-deathtrap	unclear_ending	roguelite horde defense, no confirmable campaign finale vs endless escalation, doubt->skip
2026-05-27T07:06:56Z	tetris-effect-connected	unclear_ending	core product is endless Tetris; co-op Connected journey is a stretch, doubt->skip
2026-05-27T07:06:56Z	warhammer-quest-2	no_coop	Steam appdetails no co-op category (single-player), 59.3%
2026-05-27T07:06:56Z	killsquad	unclear_ending	contract/bounty co-op ARPG, mission-grind without campaign finale, doubt->skip
2026-05-27T07:11:22Z	how-to-survive-2	unclear_ending	open survival-sandbox base game, no explicit named win-condition, 69% mixed, doubt->skip
2026-05-27T07:11:22Z	krater	low_quality	55.5% positive, co-op added post-launch (no online-coop tag), 2012
2026-05-27T07:11:22Z	dungeon-siege-3	region_restricted	appdetails success=false for cc=ua (not sold in Ukraine), no UAH price; also 57.5% mixed
2026-05-27T07:11:22Z	far-cry-4	unclear_ending	co-op limited to free-roam Guns-for-Hire; story campaign is single-player only (cannot finish together)
2026-05-27T07:15:28Z	the-quarry	local_only_no_remote	co-op is couch-only (Shared/Split Screen); online Wolf Pack is spectate/vote only, no Remote Play Together; CLAUDE.md §3 excludes local-only
2026-05-27T07:15:28Z	toodee-and-topdee	taxonomy_ambiguous	perspective by design mixes Side-view (Toodee) + top-down (Topdee) simultaneously; perspective axis not cleanly assignable, no guessing per rule 8
2026-05-27T07:15:28Z	directive-8020	local_only_no_remote	launch has couch Movie Night only; Shared Story removed; online is unreleased post-launch update; no Remote Play Together
2026-05-27T07:17:49Z	cursed-castilla	no_coop	Steam appdetails single-player only (no co-op category)
2026-05-27T07:20:39Z	geometry-wars-3	unclear_ending	co-op modes are endless score-attack; finite Adventure campaign is single-player only (cannot finish together)
